time,consumer,producer,voltage,frequency,temperature
635,154.78,93.94,223.4,50.02,29.99
636,152.97,93.91,222.14,50.01,27.85
637,166.73,92.02,220.38,49.98,31.39
638,164.33,97.93,221.88,50.02,29.74
639,158.82,104.96,217.93,49.99,29.04
640,160.07,92.98,220.8,50.02,28.33
641,166.09,97.95,223.62,49.98,32.07
642,177.3,104.19,219.56,49.99,31.48
643,168.8,98.96,218.3,49.95,31.22
644,163.67,101.9,218.7,50.0,32.93
645,170.99,96.71,217.82,49.96,32.27
646,171.84,103.6,218.43,49.94,33.35
647,160.64,102.13,219.26,50.01,30.43
648,174.71,107.85,217.19,50.01,31.88
649,174.63,109.75,220.03,50.04,30.39
650,180.0,116.49,221.8,49.98,31.87
651,186.43,109.63,218.18,50.02,31.94
652,183.42,109.83,223.04,50.03,32.91
653,176.97,110.55,221.02,50.02,32.41
654,173.24,109.65,222.06,49.96,33.08
655,192.03,113.72,218.68,50.01,33.25
656,179.77,112.52,221.71,50.02,34.78
657,179.79,115.73,217.82,50.0,32.4
658,179.77,121.69,221.78,49.9,31.86
659,180.97,113.78,220.34,50.01,33.13
660,179.28,123.75,221.11,50.11,32.16
661,177.07,125.85,217.65,49.98,34.52
662,177.07,121.49,218.21,49.96,32.84
663,179.44,114.86,221.19,50.02,32.63
664,176.6,122.28,218.1,50.02,32.8
665,175.4,131.26,220.93,50.06,34.07
666,179.07,127.32,217.27,49.94,33.26
667,176.77,124.73,221.7,50.04,32.85
668,184.99,127.99,217.53,50.03,35.23
669,163.58,134.63,221.1,49.99,32.78
670,181.59,134.68,221.25,50.02,33.74
671,181.6,132.72,218.61,50.05,34.42
672,164.17,133.35,221.16,50.04,32.2
673,171.93,134.34,220.52,49.94,34.38
674,170.83,133.27,218.92,50.04,32.9
675,164.64,144.41,217.98,50.0,34.84
676,166.72,137.6,216.07,50.0,33.11
677,163.95,144.64,220.7,50.0,34.83
678,177.1,146.67,216.87,49.99,35.3
679,171.8,145.34,220.19,50.06,35.11
680,172.23,140.31,219.47,50.0,34.55
681,168.19,144.27,221.36,49.94,34.11
682,157.61,143.11,219.4,49.98,33.82
683,159.27,140.07,219.34,50.01,35.91
684,162.95,145.39,221.46,50.06,33.79
685,152.97,139.71,220.67,50.03,33.49
686,161.21,149.44,220.63,49.96,35.24
687,154.98,143.01,220.94,50.12,33.81
688,152.83,145.78,216.93,50.01,33.7
689,156.77,146.13,221.51,50.06,33.24
690,153.95,143.91,221.22,49.99,34.24
691,148.42,147.17,217.97,50.03,34.67
692,154.52,142.72,219.51,50.04,35.02
693,141.82,147.83,219.92,50.06,35.76
694,148.82,138.6,219.73,50.05,35.36
695,147.23,144.06,220.67,50.04,34.67
696,141.25,150.81,222.86,49.98,34.68
697,142.98,138.48,222.16,49.97,35.41
698,133.67,139.13,217.38,50.02,36.19
699,143.15,143.19,221.24,50.05,35.06
700,136.23,141.08,222.66,49.99,34.48
701,133.2,140.93,220.77,50.05,33.97
702,139.76,140.58,222.18,50.07,33.53
703,129.73,140.21,224.02,49.95,35.65
704,124.98,141.1,222.05,49.96,35.57
705,123.06,137.24,220.5,49.99,35.57
706,132.75,133.53,222.09,50.02,34.87
707,122.23,136.03,220.29,49.97,36.41
708,136.39,139.75,220.05,50.07,34.51
709,116.23,130.38,219.3,50.02,35.95
710,134.21,125.75,223.13,50.0,34.95
711,125.93,132.78,218.36,49.93,34.37
712,123.61,126.55,223.06,49.93,35.57
713,120.64,117.0,221.0,50.01,35.37
714,124.71,127.72,217.2,49.89,35.31
715,121.93,120.81,220.74,50.05,35.02
716,127.12,121.21,215.8,49.99,34.88
717,121.73,121.51,221.25,50.16,37.29
718,121.53,119.56,221.77,50.12,36.06
719,118.66,120.25,218.82,49.99,35.58
720,119.96,114.29,220.25,49.99,34.94
721,121.63,116.72,223.91,50.05,35.81
722,111.46,112.28,218.99,50.09,35.29
723,113.27,114.95,217.88,49.92,34.77
724,123.79,113.15,222.96,49.91,34.41
725,121.08,105.68,223.93,49.97,34.59
726,119.52,112.52,220.01,50.03,31.47
727,120.83,104.83,222.02,50.02,34.81
728,122.84,109.04,222.68,50.05,34.07
729,118.84,106.16,218.52,49.94,36.11
730,118.16,110.97,219.03,49.88,34.49
731,123.61,101.7,222.46,50.04,33.24
732,118.38,100.22,223.37,49.96,34.33
733,126.03,100.63,221.13,49.9,33.29
734,116.26,98.64,218.24,50.01,34.75
735,130.76,102.26,223.97,50.04,34.52
736,128.88,91.87,218.94,49.99,35.13
737,128.76,93.46,219.33,49.98,33.33
738,133.41,92.82,220.68,49.99,34.1
739,137.9,100.37,223.11,49.98,32.64
740,135.77,102.96,221.71,49.93,34.64
741,122.66,95.33,220.83,49.96,34.4
742,126.68,94.77,220.93,50.03,34.31
743,131.22,95.5,220.09,50.02,33.75
744,135.77,99.72,221.12,50.01,34.1
745,139.56,91.3,214.94,49.95,35.22
746,134.71,95.97,219.41,49.99,33.26
747,140.67,99.0,220.48,49.89,33.61
748,137.38,97.26,217.7,50.01,32.31
749,139.55,96.25,220.77,50.07,32.46
750,137.03,99.81,219.59,49.93,33.35
751,140.93,85.38,223.51,49.97,34.28
752,140.27,99.37,223.15,50.02,32.84
753,143.65,94.58,219.07,50.06,32.78
754,155.29,90.47,219.7,49.98,32.53
755,146.78,100.51,219.85,49.97,32.32
756,166.18,104.7,219.1,49.9,33.07
757,156.98,99.46,220.39,50.01,31.19
758,156.91,104.68,218.48,50.1,33.89
759,153.16,108.25,217.74,50.01,31.85
760,162.39,108.04,221.25,50.0,33.15
761,157.43,110.37,221.26,50.02,31.07
762,162.32,107.86,218.39,50.0,32.92
763,175.87,106.32,221.79,49.96,32.84
764,163.93,100.78,218.74,50.04,32.46
765,171.45,107.42,220.51,50.01,30.99
766,163.45,106.28,221.64,50.0,32.14
767,168.0,119.62,219.93,49.95,30.62
768,178.2,111.54,220.91,50.07,31.45
769,167.33,114.06,218.97,50.03,32.64
770,180.6,117.13,219.61,49.97,32.31
771,176.09,116.46,219.59,50.05,31.44
772,170.7,124.45,218.51,49.98,30.35
773,177.58,116.56,219.65,49.96,31.87
774,180.12,121.22,216.9,49.96,31.15
775,179.14,118.86,219.02,49.91,28.71
776,168.9,117.93,219.43,50.02,31.72
777,173.76,122.14,219.49,49.91,30.81
778,176.73,125.79,219.52,49.94,31.94
779,178.11,125.56,219.88,49.9,29.54
780,182.02,125.83,220.96,50.0,27.36
781,180.17,124.26,221.75,49.99,30.72
782,172.89,130.81,218.7,49.98,30.63
783,181.69,126.35,217.59,49.95,28.55
784,182.98,136.6,217.92,49.94,29.16
785,182.79,135.03,219.03,50.02,32.8
786,185.39,129.97,219.3,49.97,29.63
787,184.07,135.62,218.46,50.02,30.57
788,182.04,134.85,217.41,49.96,29.09
789,179.16,140.08,219.09,50.01,27.55
790,170.9,145.05,220.36,50.07,29.37
791,180.98,133.01,221.19,50.03,29.18
792,179.42,141.73,218.89,49.98,28.94
793,179.22,141.33,219.17,50.01,29.13
794,170.88,145.28,218.15,49.99,29.41
795,171.2,144.01,219.94,50.0,28.9
796,181.15,140.64,218.3,49.98,27.68
797,174.89,142.78,221.15,49.99,29.34
798,177.65,141.21,216.43,50.01,26.8
799,173.47,148.97,219.28,49.95,26.61
800,172.5,144.94,220.6,49.95,29.3
801,176.02,152.57,220.37,49.93,28.97
802,167.66,144.76,225.39,49.92,28.31
803,169.59,142.12,220.7,49.94,26.88
804,165.62,138.78,217.99,50.01,27.47
805,164.54,137.43,219.81,49.96,27.83
806,163.9,138.04,216.45,50.03,26.4
807,165.25,145.09,219.84,50.0,27.17
808,160.4,145.64,218.33,49.9,28.47
809,167.7,136.79,221.83,50.03,29.15
810,155.55,146.12,218.9,50.04,27.22
811,157.66,139.98,219.77,49.95,28.31
812,154.95,141.79,218.73,50.02,25.55
813,162.92,146.89,223.48,49.96,28.04
814,155.19,143.2,219.36,50.0,26.49
815,157.88,137.64,223.67,49.94,27.52
816,143.79,134.2,221.63,49.91,26.88
817,151.06,128.16,220.96,49.98,28.37
818,152.67,132.83,220.74,49.99,26.09
819,147.14,133.76,220.79,49.98,27.51
820,150.57,129.51,216.14,49.94,26.53
821,141.18,131.74,219.44,49.98,26.57
822,149.35,131.34,221.69,50.01,26.47
823,152.36,128.87,219.9,50.0,25.74
824,137.64,125.88,217.19,50.01,26.5
825,135.83,127.84,219.9,49.97,26.38
826,143.97,127.59,223.41,50.06,26.61
827,143.27,120.1,222.49,49.94,26.39
828,131.47,128.73,219.88,50.02,27.03
829,130.73,121.31,221.9,50.06,27.1
830,130.21,120.39,219.27,50.02,25.06
831,123.74,121.76,216.59,49.99,26.92
832,124.75,118.48,218.15,49.97,24.8
833,123.27,119.98,223.13,50.05,26.51
834,123.44,115.95,219.45,49.93,26.49
835,126.15,111.0,219.51,49.95,23.9
836,126.61,113.57,219.4,49.98,25.85
837,132.36,106.24,223.81,50.06,25.24
838,118.85,109.97,223.25,50.02,24.9
839,128.06,108.16,224.44,49.95,26.96
840,121.43,106.25,219.68,49.98,24.91
841,121.69,105.4,220.59,49.97,24.71
842,124.82,97.27,216.97,49.96,25.55
843,115.41,101.52,222.95,50.05,26.12
844,122.58,103.06,217.66,49.93,25.25
845,121.22,102.35,220.43,50.08,26.52
846,122.65,96.68,217.81,50.04,25.85
847,121.5,105.0,218.82,50.05,23.11
848,132.28,95.67,218.33,49.98,24.72
849,116.83,102.28,218.78,49.99,24.66
850,117.46,99.45,218.92,49.93,25.67
851,117.17,94.56,218.9,49.97,22.54
852,117.75,103.72,221.67,50.02,27.69
853,117.66,91.39,217.79,50.06,25.65
854,127.18,99.46,220.44,49.94,25.25
855,128.8,99.47,222.44,49.98,26.26
856,119.38,92.56,218.97,49.99,27.41
857,118.68,100.66,218.56,49.93,25.92
858,125.87,94.01,219.54,50.03,25.98
859,121.48,96.16,222.36,49.96,25.16
860,128.21,96.13,220.39,49.99,24.87
861,126.92,94.7,218.94,49.98,24.53
862,119.26,98.71,220.97,49.96,24.18
863,135.55,98.95,217.8,50.0,24.31
864,137.83,89.16,221.36,49.99,23.65
865,126.88,101.83,220.82,49.98,24.93
866,129.14,90.49,219.38,49.96,23.32
867,133.7,101.86,218.32,50.02,25.2
868,135.17,102.91,218.23,50.08,24.98
869,138.07,94.77,221.07,50.01,25.17
870,146.14,98.28,222.46,50.05,24.51
871,136.55,96.36,218.73,49.93,28.13
872,134.82,100.84,220.92,50.01,26.42
873,133.32,101.45,215.83,49.95,23.84
874,137.99,106.82,218.83,49.93,25.33
875,142.93,110.02,219.94,49.96,24.51
876,153.53,111.49,218.18,50.06,24.13
877,143.45,104.83,218.13,50.05,23.83
878,148.65,107.45,218.66,50.01,25.63
879,148.95,102.8,220.58,49.92,24.54
880,156.47,107.58,219.63,49.99,26.22
881,164.66,115.97,215.52,50.02,26.28
882,150.87,119.9,215.76,50.01,26.7
883,152.56,109.85,218.79,49.91,24.51
884,161.7,113.79,220.92,49.96,25.87
885,161.34,117.43,214.5,50.0,26.07
886,168.61,120.04,219.0,50.03,25.0
887,163.7,117.07,218.95,49.89,24.75
888,160.37,123.39,222.78,49.99,27.18
889,166.48,121.18,219.23,50.01,25.84
890,170.39,124.39,220.77,50.04,26.3
891,170.23,127.99,220.28,50.03,24.89
892,169.91,127.18,215.74,50.03,24.55
893,173.91,126.72,221.54,49.96,25.25
894,175.58,129.32,220.43,49.9,25.75
895,177.75,130.67,221.02,49.98,24.87
896,175.13,130.77,227.85,50.05,25.98
897,172.05,132.41,215.83,50.07,24.37
898,174.56,140.99,223.45,50.04,25.0
899,180.74,137.94,219.43,50.02,26.85
900,171.44,135.57,220.57,50.02,26.85
901,178.13,140.55,219.91,49.97,25.92
902,175.01,137.37,219.15,49.99,25.36
903,177.74,144.29,218.86,50.08,25.42
904,184.54,141.91,220.66,49.95,26.15
905,179.59,140.77,216.97,50.08,27.24
906,179.28,143.7,221.5,49.98,27.6
907,172.58,136.26,219.17,50.07,26.25
908,183.38,138.6,217.74,49.93,25.67
909,183.07,138.82,219.1,50.03,27.16
910,190.77,144.59,222.51,49.96,26.15
911,178.46,151.3,218.93,49.93,26.54
912,181.06,153.57,220.72,50.01,28.46
913,181.11,147.39,218.54,50.05,28.05
914,187.56,146.96,221.52,49.96,27.46
915,178.94,137.8,221.37,49.93,26.12
916,180.49,142.79,223.7,50.0,27.69
917,181.73,141.7,219.65,50.0,28.62
918,179.15,142.18,221.34,50.03,27.27
919,175.44,143.73,220.2,50.05,29.09
920,178.02,142.17,222.59,50.0,29.12
921,181.74,135.73,218.56,50.09,29.58
922,170.49,146.15,221.49,50.01,28.31
923,175.48,138.31,219.61,49.98,28.69
924,170.44,142.93,219.87,49.92,29.61
925,178.98,149.58,220.18,49.99,28.73
926,164.4,136.84,220.5,49.98,27.88
927,168.17,129.57,219.77,50.05,28.03
928,171.76,137.66,220.43,50.02,28.81
929,176.55,142.27,223.16,49.94,27.38
930,167.2,144.7,221.97,50.01,28.62
931,163.51,130.9,221.74,50.03,29.96
932,174.41,136.7,219.09,50.08,26.77
933,156.45,131.71,218.22,50.04,30.59
934,151.35,131.96,221.91,50.04,30.28
935,163.16,141.73,221.75,50.0,28.8
936,157.04,123.89,222.95,50.02,29.9
937,153.01,129.62,218.79,50.06,29.46
938,160.2,129.16,219.54,49.93,30.78
939,156.41,130.3,216.72,49.98,30.64
940,150.89,124.99,219.22,49.96,28.35
941,145.81,124.46,221.99,50.02,30.44
942,155.08,120.28,219.07,50.06,29.75
943,152.47,121.53,221.28,49.97,30.14
944,147.22,117.69,219.62,49.88,29.42
945,155.46,120.17,220.65,49.98,32.0
946,139.39,114.82,217.7,50.05,31.39
947,135.65,116.44,220.17,50.03,29.71
948,138.36,113.47,214.02,50.02,29.22
949,140.16,116.76,219.63,49.99,30.26
950,140.2,110.74,216.74,49.94,31.18
951,136.39,102.57,222.41,50.03,31.09
952,138.01,113.46,221.55,49.96,32.2
953,128.68,103.58,220.93,50.11,31.83
954,140.88,103.42,223.04,50.03,32.11
955,132.01,102.52,218.1,49.97,31.57
956,136.81,109.32,223.49,49.97,29.95
957,131.79,94.24,221.86,50.0,31.24
958,131.27,114.36,219.53,49.99,32.59
959,130.79,105.1,222.27,50.06,31.57
960,129.19,100.91,217.79,50.01,32.22
961,129.23,98.99,218.35,49.96,31.49
962,131.8,99.62,218.78,50.09,30.87
963,125.32,99.89,218.94,50.0,31.87
964,127.14,99.78,217.89,50.04,32.4
965,122.47,98.89,222.45,49.97,31.52
966,129.51,96.56,219.48,50.02,32.03
967,118.38,95.02,220.71,50.02,31.42
968,130.3,94.89,218.86,49.91,33.56
969,120.69,94.48,216.36,50.1,32.24
970,113.41,99.63,220.54,50.06,34.07
971,120.95,97.39,216.18,49.98,34.23
972,116.73,83.24,219.86,49.94,32.7
973,124.23,97.7,217.26,50.02,31.86
974,116.74,96.0,223.97,50.0,30.86
975,117.81,95.37,221.82,50.02,31.56
976,110.72,94.19,220.21,50.01,31.73
977,118.1,100.61,222.53,50.03,34.56
978,108.51,100.35,218.31,50.07,33.38
979,113.05,93.99,221.09,50.03,33.73
980,125.19,99.3,220.4,49.95,31.19
981,125.8,94.44,220.53,50.07,32.28
982,124.56,93.54,222.54,50.08,34.44
983,118.22,97.34,221.46,50.16,33.91
984,123.51,104.15,220.58,49.94,33.54
985,124.49,105.42,216.69,50.01,34.32
986,119.54,104.63,218.08,49.9,35.46
987,133.73,106.5,219.75,50.03,33.67
988,131.54,106.74,220.19,49.97,34.02
989,127.05,103.23,217.74,50.1,34.2
990,129.35,108.69,224.82,49.96,36.46
991,131.36,111.37,223.03,49.92,32.03
992,121.27,112.42,221.2,49.98,34.86
993,131.44,115.44,220.14,49.9,34.12
994,130.52,114.82,219.58,50.04,34.85
995,130.2,114.72,218.1,49.9,33.68
996,135.13,118.94,220.15,50.0,34.34
997,146.88,115.92,220.52,49.9,35.15
998,142.48,113.87,217.52,49.98,37.59
999,137.84,118.13,220.67,50.08,35.33
1000,144.99,117.19,219.69,50.02,33.72
